Description,Global ID,ISO 25010:2023 Category,Last Edited,Last Edited By,Normative Reference,Priority,Related Story,Req ID,Status,TR,TR ID,Type
"The system shall allow access to the technical assistance interface from the Work Orders, maintaining the active session's query history.",77,Functional Suitability,"September 24, 2026 9:02 AM",juan david julio serrano,Conversational UI Patterns,High,AI Documentation Consultation Assistant (RAG) (https://app.notion.com/p/AI-Documentation-Consultation-Assistant-RAG-39287c56a82880468987d59d8b4bda42?pvs=21),FR-077,Approved,,,FR
"The system shall process natural language queries, searching for related concepts within the Equipment Unit's documentary base.",78,Functional Suitability,"September 24, 2026 9:02 AM",juan david julio serrano,Retrieval-Augmented Generation (RAG) Architecture,High,AI Documentation Consultation Assistant (RAG) (https://app.notion.com/p/AI-Documentation-Consultation-Assistant-RAG-39287c56a82880468987d59d8b4bda42?pvs=21),FR-078,Approved,,,FR
"The intelligence engine shall generate technical responses based exclusively on the recovered support documents, including mandatory citations to the original source.",79,Security,"September 24, 2026 9:02 AM",juan david julio serrano,NIST AI Risk Management Framework (RMF) - Accountability,High,AI Documentation Consultation Assistant (RAG) (https://app.notion.com/p/AI-Documentation-Consultation-Assistant-RAG-39287c56a82880468987d59d8b4bda42?pvs=21),NFR-079,Approved,,,NFR
"The system shall evaluate the relevance level of the found information; if confidence is insufficient, it shall restrict the generation of the response to avoid erroneous interpretations.",80,Reliability,"September 24, 2026 9:02 AM",juan david julio serrano,NIST AI Risk Management Framework (RMF) - Explainability,High,AI Documentation Consultation Assistant (RAG) (https://app.notion.com/p/AI-Documentation-Consultation-Assistant-RAG-39287c56a82880468987d59d8b4bda42?pvs=21),NFR-080,Approved,,,NFR
"The assistant shall detect queries outside the maintenance domain, redirecting the user to the corresponding technical support channels.",81,Functional Suitability,"September 24, 2026 9:03 AM",juan david julio serrano,Domain-Driven Design / AI Guardrails,High,AI Documentation Consultation Assistant (RAG) (https://app.notion.com/p/AI-Documentation-Consultation-Assistant-RAG-39287c56a82880468987d59d8b4bda42?pvs=21),FR-081,Approved,,,FR
"In the absence of connectivity, the assistant shall be unavailable, and the system shall present local keyword search over persisted documents as an alternative.",82,Reliability,"September 24, 2026 9:03 AM",juan david julio serrano,Offline-First Design Principles (Graceful Degradation),High,AI Documentation Consultation Assistant (RAG) (https://app.notion.com/p/AI-Documentation-Consultation-Assistant-RAG-39287c56a82880468987d59d8b4bda42?pvs=21),NFR-082,Approved,,,NFR
The assistant interface shall include a function to directly open the technical documentation in the section referenced by the intelligence engine.,83,Interaction Capability,"September 24, 2026 9:03 AM",juan david julio serrano,Retrieval-Augmented Generation (RAG) Architecture,High,AI Documentation Consultation Assistant (RAG) (https://app.notion.com/p/AI-Documentation-Consultation-Assistant-RAG-39287c56a82880468987d59d8b4bda42?pvs=21),NFR-083,Approved,,,NFR
The system shall allow technical personnel to rate the utility of the received responses to feed the engine's continuous improvement processes.,84,Functional Suitability,"September 24, 2026 9:03 AM",juan david julio serrano,RLHF (Reinforcement Learning from Human Feedback),Medium,AI Documentation Consultation Assistant (RAG) (https://app.notion.com/p/AI-Documentation-Consultation-Assistant-RAG-39287c56a82880468987d59d8b4bda42?pvs=21),FR-084,Approved,,,FR
The system shall provide an administrative dashboard to supervise executed queries and manage possible inconsistencies detected in responses.,85,Maintainability,"September 24, 2026 9:03 AM",juan david julio serrano,NIST AI Risk Management Framework (RMF) - Accountability,High,AI Documentation Consultation Assistant (RAG) (https://app.notion.com/p/AI-Documentation-Consultation-Assistant-RAG-39287c56a82880468987d59d8b4bda42?pvs=21),NFR-085,Approved,,,NFR
The processing of the query and the generation of the technical response must complete in < 15 seconds to guarantee field fluidity.,86,Performance Efficiency,"September 24, 2026 9:03 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Time behavior),High,AI Documentation Consultation Assistant (RAG) (https://app.notion.com/p/AI-Documentation-Consultation-Assistant-RAG-39287c56a82880468987d59d8b4bda42?pvs=21),NFR-086,Approved,,,NFR
The system must feature retry mechanisms against transient failures in communication with the intelligence service.,87,Reliability,"September 24, 2026 9:03 AM",juan david julio serrano,Enterprise Integration Patterns (Retry Mechanisms),High,AI Documentation Consultation Assistant (RAG) (https://app.notion.com/p/AI-Documentation-Consultation-Assistant-RAG-39287c56a82880468987d59d8b4bda42?pvs=21),NFR-087,Approved,,,NFR
"The engine shall guarantee consistent and objective results for the same query, minimizing the variability of the generated responses.",88,Reliability,"September 24, 2026 9:03 AM",juan david julio serrano,AI Model Determinism / Temperature Control,High,AI Documentation Consultation Assistant (RAG) (https://app.notion.com/p/AI-Documentation-Consultation-Assistant-RAG-39287c56a82880468987d59d8b4bda42?pvs=21),NFR-088,Approved,,,NFR
"The system shall apply data minimization policies, storing only the summaries and metadata necessary for operational traceability.",89,Security,"September 24, 2026 9:03 AM",juan david julio serrano,GDPR / Data Minimization Principles,High,AI Documentation Consultation Assistant (RAG) (https://app.notion.com/p/AI-Documentation-Consultation-Assistant-RAG-39287c56a82880468987d59d8b4bda42?pvs=21),NFR-089,Approved,,,NFR
The system shall maintain response latency as the available documentary repository grows.,90,Performance Efficiency,"September 24, 2026 9:03 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Capacity),Medium,AI Documentation Consultation Assistant (RAG) (https://app.notion.com/p/AI-Documentation-Consultation-Assistant-RAG-39287c56a82880468987d59d8b4bda42?pvs=21),NFR-090,Approved,,,NFR
The system shall allow the Reliability Engineer to access the technical boundaries configuration from the Level 6 master Equipment Unit management.,91,Functional Suitability,"September 24, 2026 9:03 AM",juan david julio serrano,"ISO 14224:2016, Section 6 — Taxonomy",High,Equipment Physical Boundaries Definition (https://app.notion.com/p/Equipment-Physical-Boundaries-Definition-39287c56a82880e99f1ffa847adffe20?pvs=21),FR-091,Approved,,,FR
"The definition form shall include fields to describe the initial boundary, the final boundary, and the multiple selection of associated Level 8 Maintainable Items.",92,Functional Suitability,"September 24, 2026 9:03 AM",juan david julio serrano,"ISO 14224:2016, Section 6 — Taxonomy",High,Equipment Physical Boundaries Definition (https://app.notion.com/p/Equipment-Physical-Boundaries-Definition-39287c56a82880e99f1ffa847adffe20?pvs=21),FR-092,Approved,,,FR
The system shall validate that a technical component CANNOT be assigned to multiple Equipment Units simultaneously to ensure hierarchy integrity.,93,Security,"September 24, 2026 9:03 AM",juan david julio serrano,ACID Database Transaction Properties (Referential Integrity),High,Equipment Physical Boundaries Definition (https://app.notion.com/p/Equipment-Physical-Boundaries-Definition-39287c56a82880e99f1ffa847adffe20?pvs=21),NFR-093,Approved,,,NFR
"The system shall detect inconsistencies in the deep hierarchy of components, ensuring that parent-child relationships remain coherent across all technical levels.",94,Security,"September 24, 2026 9:03 AM",juan david julio serrano,ACID Database Transaction Properties (Referential Integrity),High,Equipment Physical Boundaries Definition (https://app.notion.com/p/Equipment-Physical-Boundaries-Definition-39287c56a82880e99f1ffa847adffe20?pvs=21),NFR-094,Approved,,,NFR
The system shall guarantee that saving technical boundaries does not generate partial or inconsistent records upon any process interruption.,95,Reliability,"September 24, 2026 9:03 AM",juan david julio serrano,ACID Database Transaction Properties (Atomicity),High,Equipment Physical Boundaries Definition (https://app.notion.com/p/Equipment-Physical-Boundaries-Definition-39287c56a82880e99f1ffa847adffe20?pvs=21),NFR-095,Approved,,,NFR
The system shall force the input of boundary fields before allowing the technical formalization of the Equipment Unit in the master catalog.,96,Functional Suitability,"September 24, 2026 9:03 AM",juan david julio serrano,"ISO 14224:2016, Section 6 — Taxonomy",High,Equipment Physical Boundaries Definition (https://app.notion.com/p/Equipment-Physical-Boundaries-Definition-39287c56a82880e99f1ffa847adffe20?pvs=21),FR-096,Approved,,,FR
Boundary information shall be accessible in read-only mode for technical personnel during the consultation of the equipment record in the field.,97,Security,"September 24, 2026 9:03 AM",juan david julio serrano,NIST SP 800-192 (RBAC Framework),High,Equipment Physical Boundaries Definition (https://app.notion.com/p/Equipment-Physical-Boundaries-Definition-39287c56a82880e99f1ffa847adffe20?pvs=21),NFR-097,Approved,,,NFR
The system shall provide a chronological history of adjustments made in the boundaries definition for engineering audits.,98,Functional Suitability,"September 24, 2026 9:03 AM",juan david julio serrano,"ISO/IEC 27001:2022, Annex A.8.15 (Logging)",High,Equipment Physical Boundaries Definition (https://app.notion.com/p/Equipment-Physical-Boundaries-Definition-39287c56a82880e99f1ffa847adffe20?pvs=21),FR-098,Approved,,,FR
The validation of component duplication must complete in < 1 second to avoid affecting administrative workflows.,99,Performance Efficiency,"September 24, 2026 9:03 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Time behavior),High,Equipment Physical Boundaries Definition (https://app.notion.com/p/Equipment-Physical-Boundaries-Definition-39287c56a82880e99f1ffa847adffe20?pvs=21),NFR-099,Approved,,,NFR
The validation of hierarchical consistency in high-volume catalogs shall not degrade system response.,100,Performance Efficiency,"September 24, 2026 9:03 AM",juan david julio serrano,ISO/IEC 25010:2023 — Performance Efficiency (Capacity),High,Equipment Physical Boundaries Definition (https://app.notion.com/p/Equipment-Physical-Boundaries-Definition-39287c56a82880e99f1ffa847adffe20?pvs=21),NFR-100,Approved,,,NFR
The boundaries definition interface must preserve the form's progress against session losses or unexpected browser closures.,101,Reliability,"September 24, 2026 9:03 AM",juan david julio serrano,Offline-First Design Principles,Medium,Equipment Physical Boundaries Definition (https://app.notion.com/p/Equipment-Physical-Boundaries-Definition-39287c56a82880e99f1ffa847adffe20?pvs=21),NFR-101,Approved,,,NFR
Technical boundary descriptions must support the necessary length to detail complex physical specifications.,102,Functional Suitability,"September 24, 2026 9:03 AM",juan david julio serrano,Database Schema Design Best Practices,High,Equipment Physical Boundaries Definition (https://app.notion.com/p/Equipment-Physical-Boundaries-Definition-39287c56a82880e99f1ffa847adffe20?pvs=21),FR-102,Approved,,,FR
The system shall feature data integrity verification routines to detect and report any historical hierarchical anomalies.,103,Reliability,"September 24, 2026 9:03 AM",juan david julio serrano,ACID Database Transaction Properties (Integrity),High,Equipment Physical Boundaries Definition (https://app.notion.com/p/Equipment-Physical-Boundaries-Definition-39287c56a82880e99f1ffa847adffe20?pvs=21),NFR-103,Approved,,,NFR
The system shall automatically validate the validity of the Equipment Unit's warranty at the time of registering a corrective intervention.,104,Functional Suitability,"September 24, 2026 9:03 AM",juan david julio serrano,Enterprise Asset Management (EAM) Best Practices,High,Equipment Warranty Management (https://app.notion.com/p/Equipment-Warranty-Management-39287c56a828800bad35fe08388528a1?pvs=21),FR-104,Approved,,,FR
The warranty management interface shall present the provider's contact data and the specific terms of the available technical coverage.,105,Functional Suitability,"September 24, 2026 9:03 AM",juan david julio serrano,Enterprise Asset Management (EAM) Best Practices,High,Equipment Warranty Management (https://app.notion.com/p/Equipment-Warranty-Management-39287c56a828800bad35fe08388528a1?pvs=21),FR-105,Approved,,,FR
"The system shall allow the transition of a standard work order toward a warranty claim status, notifying responsible personnel regarding the initiation of the external process.",106,Functional Suitability,"September 24, 2026 9:03 AM",juan david julio serrano,Enterprise Integration Patterns,Medium,Equipment Warranty Management (https://app.notion.com/p/Equipment-Warranty-Management-39287c56a828800bad35fe08388528a1?pvs=21),FR-106,Approved,,,FR
